Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (3.385s)
CreateVariables () DONE !!!
Creating 27 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20	ap-21	ap-22	ap-23	ap-24	ap-25	ap-26
12.00	0.00	0.00	0.00	0.00	1.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.81	2.00	1.17	0.00	0.00	0.00	0.00	0.00	0.00	0.13	0.46	0.40	0.00	0.00	0.00
13.00	0.00	0.13	0.00	0.00	0.39	0.47	0.00	0.00	0.00	0.00	0.00	0.00	0.67	2.00	0.19	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.41	1.11	0.00	0.00	0.00
14.00	0.00	0.09	0.00	0.00	0.55	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.32	1.99	0.00	0.00	0.00	0.00	0.22	0.00	0.00	0.27	0.92	0.00	0.00	0.00	0.00
15.00	0.00	0.00	0.00	0.00	0.15	0.60	0.00	0.06	0.00	0.00	0.00	0.00	0.39	2.00	0.57	0.00	0.00	0.00	0.13	0.00	0.00	0.44	0.00	0.27	0.00	0.00	0.00
16.00	0.00	0.00	0.00	0.40	1.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
17.00	0.00	0.14	0.00	0.47	0.68	0.31	0.00	0.00	0.00	0.00	0.00	0.27	2.11	2.00	0.54	0.00	0.00	0.00	0.11	0.00	0.00	0.44	0.91	0.00	0.00	0.00	0.00
18.00	0.00	0.68	0.00	0.00	0.38	0.54	0.00	0.00	0.00	0.00	0.00	0.00	1.65	2.00	0.00	0.00	0.00	0.00	0.08	0.00	0.00	0.86	0.59	0.13	0.00	0.00	0.00
19.00	0.00	0.32	0.00	0.61	1.19	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.72	2.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.44	0.97	0.44	0.00	0.00	0.00
20.00	0.00	0.00	0.00	1.59	2.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.99	2.43	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.68	0.00	0.00	0.00	0.00
21.00	0.00	0.09	0.00	1.10	0.79	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.88	0.00	0.00	0.00	0.00
22.00	0.00	0.00	0.00	1.40	0.78	0.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.49	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.24	0.18	0.00	0.00	0.00
23.00	0.00	0.00	0.00	1.72	0.34	1.20	0.00	0.31	0.00	0.00	0.00	0.08	0.00	2.00	0.00	0.00	0.14	0.01	0.00	0.00	0.00	0.00	1.40	0.65	0.00	0.00	0.28
24.00	0.00	0.00	0.00	0.61	1.15	0.44	0.00	0.00	0.00	0.00	0.00	0.00	0.58	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.15	0.58	0.00	0.00	0.00
25.00	0.00	0.00	0.00	0.28	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.32	0.00	2.00	0.00	0.00	0.00	0.15	0.16	0.00	0.00	0.00	1.00	1.34	0.00	0.13	0.00
26.00	0.00	0.00	0.00	0.01	0.01	1.98	0.00	0.00	0.00	0.00	0.00	0.04	0.00	1.99	0.57	0.00	0.00	0.02	0.31	0.00	0.00	0.00	0.85	1.42	0.00	0.00	0.00
27.00	0.00	0.00	0.00	0.00	1.08	0.59	0.00	0.00	0.00	0.00	0.00	0.19	0.00	2.00	0.29	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.10	0.48	0.00	0.00	0.00
28.00	0.00	0.00	0.00	0.31	2.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.60	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
29.00	0.00	0.00	0.00	0.85	1.22	1.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.11	0.00	0.00	0.72	0.32	0.00	0.00	0.00	0.00
30.00	0.00	0.00	0.00	0.21	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.92	0.13	0.00	0.00	0.00
31.00	0.00	0.01	0.00	0.16	1.28	0.00	0.00	0.00	0.00	0.00	0.00	0.07	0.78	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.28	0.24	0.00	0.00	0.00	0.00
32.00	0.00	0.31	0.00	0.40	0.42	0.00	0.00	0.00	0.00	0.00	0.00	0.49	0.97	1.99	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.94	1.48	0.00	0.00	0.00	0.00
33.00	0.00	0.18	0.12	0.32	0.75	0.00	0.00	0.00	0.00	0.00	0.00	0.62	1.25	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.53	0.68	0.00	0.00	0.00	0.00
34.00	0.00	0.00	0.00	0.31	2.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.31	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.51	0.08	0.00	0.00	0.00	0.00
35.00	0.00	0.00	0.29	0.47	1.72	0.00	0.00	0.00	0.00	0.00	0.00	0.16	0.55	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.38	0.19	0.00	0.00	0.00	0.00
36.00	0.00	0.04	0.22	0.61	1.18	0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.93	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
37.00	0.00	0.01	0.02	0.28	0.66	0.68	0.00	0.00	0.00	0.00	0.00	0.00	1.53	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.29	0.00	0.65	0.00	0.00	0.00
38.00	0.00	0.24	0.24	0.12	0.32	0.31	0.00	0.28	0.00	0.00	0.00	0.00	0.81	1.99	0.00	0.00	0.00	0.00	0.07	0.00	0.00	0.34	0.69	0.16	0.00	0.00	0.00
39.00	0.00	0.05	0.06	1.06	1.18	1.01	0.00	0.13	0.00	0.00	0.00	0.00	0.22	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.39	0.46	0.49	0.00	0.00	0.00
40.00	0.00	0.00	0.00	0.04	0.61	0.00	0.00	0.26	0.00	0.00	0.00	0.00	0.59	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.82	0.00	0.00	0.00	0.00	0.00
41.00	0.00	0.00	0.00	0.77	0.68	0.48	0.00	1.54	0.00	0.00	0.00	0.00	1.46	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.31	0.14	0.72	0.00	0.00	0.00
42.00	0.00	0.00	0.51	0.62	1.34	1.34	0.00	0.00	0.00	0.00	0.00	0.00	0.58	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.05	0.00	1.28	0.00	0.00	0.00
43.00	0.00	0.00	0.04	0.60	0.31	1.57	0.00	0.00	0.00	0.00	0.00	0.00	0.31	2.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	1.65	0.00	0.52	0.00	0.00	0.00
44.00	0.00	0.00	0.00	0.00	0.00	1.94	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.99	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.70	0.00	0.00	0.00	0.00	0.00
45.00	0.00	0.00	0.44	0.00	0.15	1.25	0.00	0.11	0.00	0.00	0.00	0.00	0.00	2.00	0.14	0.00	0.27	0.00	0.00	0.00	0.00	0.75	0.00	0.87	0.00	0.00	0.00
46.00	0.00	0.00	0.00	0.00	0.31	0.53	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	1.34	0.00	0.15	0.00	0.00	0.00	0.00	1.24	0.00	0.52	0.00	0.00	0.00
47.00	0.00	0.00	0.00	0.00	0.47	1.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	2.03	0.00	0.00	0.00	0.00	0.00	0.00	0.14	0.00	1.83	0.00	0.00	0.00
48.00	0.00	0.00	0.00	0.00	0.00	1.47	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.53	0.00	0.00	0.00	0.00	0.00	0.00	0.88	0.00	1.85	0.00	0.00	0.00
49.00	0.00	0.00	0.00	0.00	0.18	1.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.61	0.00	0.00	0.00	0.00	0.00	0.00	0.92	1.41	1.68	0.00	0.00	0.75
50.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.27	1.59	2.00	0.00	0.00	0.61
51.00	0.00	0.00	0.19	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.99	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	1.83	0.27	0.00	0.00	0.25
52.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00
53.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00
54.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00
55.00	0.00	0.00	0.00	0.00	1.84	0.00	0.00	0.31	0.00	0.00	0.00	0.91	0.00	2.00	0.00	0.00	0.07	0.00	0.38	0.00	0.00	1.35	0.16	0.00	0.00	0.00	0.00
56.00	0.00	0.00	0.00	0.00	1.83	0.00	0.00	1.73	0.00	0.00	0.00	1.38	0.00	2.00	0.00	0.00	1.59	0.00	0.00	0.00	0.00	0.41	0.00	0.00	0.00	0.00	0.00
57.00	0.00	0.00	0.00	0.00	1.24	0.00	0.00	0.59	0.00	0.00	0.00	0.58	0.00	1.99	0.00	0.00	0.69	0.35	0.00	0.00	0.00	0.60	0.00	0.95	0.00	0.00	0.00
58.00	0.00	0.51	0.00	0.00	1.88	0.00	0.00	0.13	0.13	0.00	0.00	0.18	0.00	2.00	0.00	0.00	0.00	0.04	0.00	0.00	0.00	0.62	0.00	0.61	0.00	0.00	0.00
59.00	0.00	0.77	0.00	0.00	2.03	0.00	0.00	0.06	0.06	0.00	0.00	0.02	0.00	2.00	0.00	0.00	0.18	0.19	0.00	0.00	0.00	2.06	0.00	1.83	0.00	0.00	0.00
60.00	0.00	0.16	0.00	0.00	1.98	0.00	0.00	0.00	0.00	0.00	0.00	0.97	0.00	2.00	0.00	0.00	0.80	0.79	0.00	0.00	0.00	1.74	0.00	1.93	0.00	0.00	0.00
61.00	0.00	0.00	0.00	0.00	0.58	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.25	0.49	0.00	0.00	0.00	0.00	0.00	0.79	0.00	0.00	0.00
62.00	0.00	0.00	0.05	0.00	1.06	0.00	0.00	0.58	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	1.26	0.79	0.00	0.00	0.00	0.87	0.00	0.32	0.00	0.00	0.00
63.00	0.00	0.00	0.18	0.00	0.94	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.99	0.00	0.00	0.11	0.05	0.00	0.00	0.00	0.13	0.00	0.97	0.00	0.00	0.00
64.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
65.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
66.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
67.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
68.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
69.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.99	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
70.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
71.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
72.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
73.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
74.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
75.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.99	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
76.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
77.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
78.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
79.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
80.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
81.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.99	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
82.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
83.00	0.00	0.04	0.00	0.01	0.00	0.13	0.00	0.00	0.00	0.00	0.00	0.05	0.01	2.00	1.34	0.00	0.51	0.00	0.21	0.00	0.00	0.00	0.00	0.26	0.00	0.00	0.26
84.00	0.00	0.00	0.00	0.99	0.00	0.80	0.00	0.00	0.00	0.00	0.00	0.02	0.13	2.00	1.85	0.00	0.57	0.00	0.00	0.00	0.00	0.00	0.00	1.05	0.00	0.00	0.27
85.00	0.00	0.05	0.00	0.06	0.00	1.42	0.00	0.00	0.00	0.00	0.00	0.38	2.36	2.00	1.37	0.00	0.74	0.00	0.00	0.00	0.00	0.13	0.00	0.45	0.00	0.00	0.16
86.00	0.00	0.18	0.00	0.16	0.00	1.30	0.00	0.00	0.00	0.00	0.00	0.35	0.88	2.00	1.67	0.00	0.02	0.00	0.09	0.00	0.00	0.68	0.00	0.81	0.00	0.00	0.00
87.00	0.00	0.00	0.00	0.71	0.00	1.15	0.00	0.00	0.00	0.00	0.00	0.91	0.94	1.99	1.79	0.00	0.00	0.00	0.16	0.00	0.00	1.15	0.00	0.92	0.00	0.00	0.00
88.00	0.00	0.00	0.00	1.86	0.00	1.50	0.00	0.00	0.00	0.00	0.00	0.32	1.52	2.00	1.58	0.00	0.05	0.00	0.00	0.00	0.00	1.27	0.00	0.62	0.00	0.00	0.00
89.00	0.00	0.25	0.00	1.00	0.00	0.31	0.00	0.00	0.00	0.00	0.00	0.11	1.06	2.00	0.28	0.00	0.01	0.00	0.16	0.00	0.00	0.04	0.00	1.42	0.00	0.00	0.00
90.00	0.00	0.01	0.00	0.60	0.00	0.80	0.00	0.00	0.00	0.00	0.00	0.21	1.39	2.00	1.86	0.00	0.00	0.00	0.47	0.00	0.00	0.44	0.00	1.10	0.00	0.00	0.00
91.00	0.00	0.00	0.00	1.26	0.00	0.22	0.00	0.00	0.00	0.00	0.00	0.00	0.31	2.00	0.68	0.00	0.09	0.00	0.00	0.00	0.00	0.29	0.00	0.44	0.00	0.00	0.00
92.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
93.00	0.00	0.00	0.00	0.85	0.00	1.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.99	0.00	0.00	0.12	0.24	0.00	0.00	0.00	0.14	0.00	0.94	0.00	0.00	0.00
94.00	0.00	0.00	0.00	2.10	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.98	0.00	0.00	0.00
95.00	0.00	0.00	0.00	1.85	0.00	0.91	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.66	0.71	0.00	0.00	0.00	1.94	0.00	1.94	0.00	0.00	0.00
96.00	0.00	0.00	0.00	2.00	0.00	2.83	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	2.00	0.00	0.00	0.00
97.00	0.00	0.00	0.00	0.27	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.27	0.00	0.00	0.00
98.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00
99.00	0.00	0.00	0.00	0.00	0.00	0.73	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.99	0.00	0.00	0.00	0.00	0.00
100.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.99	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00
101.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00
102.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00
103.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00
104.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00
105.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00
106.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.99	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.99	0.00	0.00	0.00	0.00	0.00
107.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.84	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	1.12	0.00	0.00	1.73	0.00	0.00	0.00	0.00	0.82
108.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
109.00	0.95	0.00	0.97	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	1.32	0.00	0.92	1.84	0.00	0.00	0.00	0.00	0.00
110.00	0.95	0.00	0.91	0.00	0.00	0.00	0.00	0.05	0.04	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.72	0.00	1.17	1.27	0.00	0.00	0.00	0.00	0.40
111.00	0.44	0.00	0.45	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.24	0.00	0.51	1.93	0.00	0.00	0.00	0.00	0.52
112.00	1.02	0.00	1.63	0.00	0.00	0.00	0.00	0.67	0.09	0.00	0.00	0.00	0.00	1.99	0.00	0.00	0.00	0.00	0.07	0.00	0.57	1.28	0.00	0.00	0.00	0.00	0.20
113.00	0.08	0.00	0.28	0.00	0.00	0.00	0.00	0.00	0.15	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.22	0.00	0.20	0.31	0.00	0.00	0.00	0.00	0.02
114.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
115.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
116.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
117.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
