30.44	21.63	0.00	40
187.02	8.41	0.00	34
132.66	8.38	0.00	28
230.30	14.04	0.00	23
58.73	75.72	0.00	23
104.98	70.26	0.00	23
91.21	9.14	0.00	21
147.15	140.08	0.00	15
92.52	124.97	0.00	15
182.29	103.30	0.00	15
231.30	56.20	0.00	13
33.20	131.24	0.00	12
219.89	149.73	0.00	12
235.25	104.26	0.00	12
151.09	51.41	0.00	11
74.24	207.52	0.00	11
16.88	92.68	0.00	9
124.71	180.74	0.00	9
172.11	181.60	0.00	8
31.17	216.69	0.00	7
189.48	56.61	0.00	7
46.76	164.01	0.00	7
118.30	234.81	0.00	6
216.21	210.01	0.00	6
163.83	234.78	0.00	5
