119.57	7.90	0.00	35
219.67	13.62	0.00	35
172.91	9.04	0.00	26
58.18	12.24	0.00	23
21.28	9.37	0.00	20
48.12	80.23	0.00	18
24.57	42.72	0.00	18
59.59	131.87	0.00	16
85.33	70.37	0.00	16
226.25	61.52	0.00	15
216.26	173.53	0.00	13
46.98	211.88	0.00	13
237.14	114.69	0.00	13
165.65	72.62	0.00	12
106.87	99.49	0.00	12
192.76	117.68	0.00	11
138.63	136.00	0.00	11
158.12	170.28	0.00	11
120.34	48.88	0.00	10
13.64	119.41	0.00	10
101.98	171.18	0.00	8
156.85	227.20	0.00	7
100.38	230.88	0.00	7
32.80	166.73	0.00	5
214.29	231.42	0.00	4
