206.87	13.31	0.00	40
129.93	7.19	0.00	36
29.27	12.61	0.00	32
77.15	11.62	0.00	20
26.60	49.39	0.00	19
96.48	78.82	0.00	17
141.29	53.63	0.00	17
233.94	74.29	0.00	15
186.90	91.15	0.00	14
50.20	209.19	0.00	13
219.92	141.47	0.00	13
64.58	67.13	0.00	13
56.78	111.02	0.00	11
127.03	178.49	0.00	11
143.75	127.21	0.00	10
20.41	92.86	0.00	10
79.47	137.31	0.00	9
20.29	140.59	0.00	8
160.50	147.88	0.00	8
217.49	194.42	0.00	8
108.62	231.55	0.00	7
110.05	115.78	0.00	7
166.59	197.18	0.00	6
47.61	163.19	0.00	6
185.27	246.16	0.00	4
