Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (5.240s)
CreateVariables () DONE !!!
Creating 20 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19
2.00	7.49	7.16	6.84	0.00	0.00	0.47	0.00	0.00	0.00	0.00	0.00	0.00	0.41	0.00	0.00	0.00	0.07	0.00	0.00	0.00
3.00	7.50	7.20	6.90	0.00	0.00	0.66	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
4.00	7.50	7.21	6.90	0.00	0.00	1.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.57	0.00
5.00	7.50	7.20	6.90	0.00	0.00	0.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.40	0.00	0.00	0.00	2.27	0.00
6.00	7.50	7.21	6.90	0.00	0.00	0.82	0.00	0.00	0.16	0.00	0.00	0.00	0.00	0.00	0.42	0.00	0.98	0.00	0.25	0.00
7.00	7.50	7.20	6.90	0.00	0.31	1.01	0.00	1.54	0.49	0.02	0.00	0.00	1.72	0.00	0.31	0.00	1.13	0.02	0.00	0.61
8.00	7.50	7.20	6.90	0.00	0.19	1.32	0.00	0.49	0.00	0.16	0.00	0.00	0.26	0.40	0.00	0.00	0.89	0.09	0.00	0.38
9.00	7.50	7.21	6.90	0.00	0.14	1.11	0.00	0.00	1.39	0.07	0.00	0.00	0.47	0.00	0.57	0.00	0.00	0.00	0.49	0.80
10.00	7.49	7.20	6.90	0.00	0.07	1.08	0.00	0.99	0.15	0.00	0.00	0.00	0.00	0.00	0.49	0.00	0.99	0.00	0.00	0.42
11.00	7.50	7.21	6.90	0.00	0.09	0.78	0.01	0.00	0.00	0.41	0.00	0.00	0.00	0.00	0.45	0.00	0.00	0.00	0.00	0.74
12.00	7.50	7.20	6.90	0.00	0.14	0.45	0.00	2.60	0.00	1.01	0.00	0.00	0.00	0.00	0.49	0.00	0.00	0.00	0.49	0.94
13.00	7.50	7.20	6.90	0.00	0.02	0.00	0.00	1.38	0.00	0.73	0.00	0.00	0.00	0.00	0.31	0.00	0.00	0.00	0.00	0.92
14.00	7.50	7.21	6.90	0.00	0.37	0.00	0.00	0.00	0.49	0.73	0.00	0.00	0.00	0.00	0.09	0.00	0.00	0.00	0.00	0.42
15.00	7.50	7.20	6.90	0.49	0.48	0.04	0.00	2.27	0.99	0.00	0.00	0.00	0.00	0.00	0.39	0.00	0.00	0.00	0.00	0.98
16.00	7.50	7.21	6.90	0.00	0.21	0.19	0.00	2.01	0.00	1.55	0.00	0.00	0.49	0.00	1.20	0.00	0.00	0.00	0.49	0.75
17.00	7.50	7.20	6.89	0.31	0.33	0.00	0.00	0.00	0.00	1.38	0.00	0.00	0.00	0.16	0.75	0.00	0.00	0.00	1.22	0.98
18.00	7.50	7.21	6.90	1.42	0.52	0.46	0.00	0.49	0.00	0.00	0.00	0.00	0.00	0.00	1.06	0.00	0.00	0.00	0.49	1.07
19.00	7.49	7.20	6.90	0.00	0.00	0.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.31	0.97	0.00	0.02	0.00	0.00	0.91
