88.35	195.28	0.00	8.400000e+00
187.78	211.27	0.00	6.600000e+00
29.36	20.98	0.00	6.300000e+00
25.73	152.38	0.00	6.300000e+00
232.40	158.15	0.00	6
20.96	222.70	0.00	5.700000e+00
163.95	123.93	0.00	5.400000e+00
215.01	85.81	0.00	5.400000e+00
77.16	130.63	0.00	5.400000e+00
193.41	162.82	0.00	4.800000e+00
141.88	169.25	0.00	4.500000e+00
23.72	78.76	0.00	4.500000e+00
128.73	83.19	0.00	4.500000e+00
134.81	19.03	0.00	3.900000e+00
224.12	226.28	0.00	3.900000e+00
126.22	230.93	0.00	3.900000e+00
98.03	25.88	0.00	3.900000e+00
74.12	79.54	0.00	3.600000e+00
175.72	48.91	0.00	3
208.24	26.59	0.00	2.700000e+00
70.90	25.53	0.00	2.100000e+00
237.15	10.56	0.00	1.500000e+00
171.43	14.03	0.00	1.500000e+00
