198.29	219.84	0.00	8.100000e+00
100.89	214.22	0.00	8.100000e+00
224.87	162.60	0.00	7.800000e+00
30.70	21.52	0.00	6.300000e+00
18.10	147.61	0.00	6
94.85	145.91	0.00	5.700000e+00
44.74	92.09	0.00	5.100000e+00
153.90	171.93	0.00	5.100000e+00
174.85	125.19	0.00	5.100000e+00
212.87	86.81	0.00	5.100000e+00
90.52	19.61	0.00	4.800000e+00
66.58	164.65	0.00	4.800000e+00
141.98	19.23	0.00	4.500000e+00
92.45	59.26	0.00	4.200000e+00
213.95	23.00	0.00	3.900000e+00
14.89	72.58	0.00	3.300000e+00
21.39	231.49	0.00	3.300000e+00
127.94	110.03	0.00	3.300000e+00
159.95	54.95	0.00	3
33.37	196.99	0.00	2.700000e+00
85.93	102.58	0.00	1.800000e+00
