178.00	135.88	0.00	6.600000e+00
82.51	165.38	0.00	6.600000e+00
29.36	20.98	0.00	6.300000e+00
218.64	199.20	0.00	6.300000e+00
87.48	32.22	0.00	6
170.09	219.12	0.00	5.700000e+00
26.74	76.56	0.00	5.700000e+00
133.11	156.48	0.00	5.700000e+00
107.36	202.42	0.00	5.400000e+00
193.78	60.81	0.00	4.800000e+00
140.66	16.75	0.00	4.500000e+00
141.02	68.31	0.00	4.500000e+00
88.16	105.21	0.00	4.200000e+00
18.34	157.40	0.00	4.200000e+00
11.92	223.58	0.00	4.200000e+00
40.31	126.85	0.00	4.200000e+00
93.19	228.86	0.00	3.600000e+00
228.03	136.14	0.00	3.600000e+00
215.80	14.18	0.00	3.300000e+00
49.18	215.02	0.00	3.300000e+00
225.79	82.06	0.00	3
