Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (3.915s)
CreateVariables () DONE !!!
Creating 3 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2
97.00	0.00	2.00	2.00
98.00	0.00	2.00	2.00
99.00	0.00	2.00	1.99
100.00	0.00	1.99	2.00
101.00	0.00	2.00	2.00
102.00	0.00	2.00	2.00
103.00	0.00	2.00	0.48
104.00	0.00	2.00	0.00
105.00	0.00	2.00	2.24
106.00	0.00	1.99	1.99
107.00	0.00	2.00	2.00
108.00	0.00	2.00	2.00
109.00	0.00	2.00	2.00
110.00	0.00	2.00	2.00
111.00	0.00	2.00	2.00
112.00	0.00	1.99	1.99
113.00	0.00	2.00	2.00
114.00	0.00	2.00	2.00
115.00	0.00	2.00	2.00
116.00	0.00	2.00	2.00
117.00	0.00	2.00	2.00
118.00	0.00	1.99	1.99
119.00	0.00	2.00	2.00
120.00	0.00	2.00	2.00
121.00	0.00	2.00	2.00
122.00	0.00	2.00	2.00
123.00	0.00	2.00	2.00
124.00	0.00	1.99	1.99
125.00	0.00	2.00	2.00
126.00	0.00	2.00	2.00
127.00	0.00	2.00	2.00
128.00	0.00	2.00	2.00
129.00	0.00	2.00	2.00
130.00	0.00	1.99	1.99
131.00	0.00	2.00	2.00
132.00	0.00	2.00	2.00
133.00	0.00	2.00	2.00
134.00	0.00	2.00	2.00
135.00	0.00	2.00	2.00
136.00	0.00	1.99	1.99
137.00	0.00	2.00	2.00
138.00	0.00	2.00	2.00
139.00	0.00	2.00	2.00
140.00	0.00	2.00	2.00
141.00	0.00	2.00	2.00
142.00	0.00	2.00	1.99
143.00	0.00	1.99	2.00
144.00	0.00	2.00	2.00
145.00	0.00	2.00	2.00
146.00	0.00	2.00	2.00
147.00	0.00	2.00	2.00
148.00	0.00	2.00	2.00
149.00	0.00	1.99	1.99
150.00	0.00	2.00	2.00
151.00	0.00	2.00	2.00
152.00	0.00	2.00	2.00
153.00	0.00	2.00	2.00
154.00	0.00	2.00	2.00
155.00	0.00	1.99	1.99
156.00	0.00	2.00	2.00
157.00	0.00	2.00	2.00
158.00	0.00	2.00	2.00
159.00	0.00	2.00	2.00
160.00	0.00	2.00	2.00
161.00	0.00	1.99	1.99
162.00	0.00	2.00	2.00
163.00	0.00	2.00	2.00
164.00	0.00	2.00	2.00
165.00	0.00	2.00	2.00
166.00	0.00	2.00	2.00
167.00	0.00	1.99	1.99
168.00	0.00	2.00	2.00
169.00	0.00	2.00	2.00
170.00	0.00	2.00	2.00
171.00	0.00	2.00	2.00
172.00	0.00	2.00	2.00
173.00	0.00	1.99	1.99
174.00	0.00	2.00	2.00
175.00	0.00	2.00	2.00
176.00	0.00	2.00	2.00
177.00	0.00	2.00	2.00
178.00	0.00	2.00	2.00
179.00	0.00	1.99	1.99
10.2.1.2	2.04	7.81
10.1.1.1	1.80	210.44
10.1.1.3	2.02	1065.87
