99.27	15.49	0.00	35
286.82	25.50	0.00	30
188.37	19.88	0.00	28
31.10	15.70	0.00	26
344.57	13.49	0.00	22
242.34	77.15	0.00	19
300.58	121.61	0.00	17
358.23	349.56	0.00	20
240.85	188.56	0.00	16
187.91	281.05	0.00	15
49.38	180.89	0.00	15
288.12	273.19	0.00	15
37.66	103.73	0.00	14
372.47	44.42	0.00	15
361.32	169.22	0.00	14
151.71	200.49	0.00	15
69.44	254.57	0.00	12
139.38	333.55	0.00	13
146.17	76.61	0.00	13
102.70	119.94	0.00	12
280.14	342.60	0.00	10
63.43	360.31	0.00	9
194.63	132.92	0.00	7
222.17	376.29	0.00	5
376.34	252.86	0.00	3
