126.97	26.34	0.00	43
41.20	20.24	0.00	40
210.50	37.47	0.00	31
363.39	18.55	0.00	28
288.33	16.43	0.00	25
67.31	116.53	0.00	22
267.53	104.64	0.00	20
59.65	190.67	0.00	19
103.94	344.47	0.00	18
149.59	247.58	0.00	16
161.53	158.32	0.00	16
313.06	64.17	0.00	13
237.75	165.16	0.00	14
254.58	249.09	0.00	11
290.53	335.12	0.00	10
218.90	302.24	0.00	10
313.49	188.30	0.00	9
361.52	116.19	0.00	8
372.62	333.85	0.00	10
340.01	374.57	0.00	7
200.10	367.60	0.00	8
339.64	268.16	0.00	8
36.46	280.37	0.00	9
380.39	180.91	0.00	5
