66.26	17.26	0.00	60
340.95	17.33	0.00	42
189.23	23.12	0.00	38
267.69	51.17	0.00	30
143.41	98.72	0.00	21
48.99	117.13	0.00	21
342.07	364.59	0.00	17
231.63	175.56	0.00	16
279.46	127.20	0.00	15
255.22	289.90	0.00	15
353.64	93.54	0.00	16
47.14	198.89	0.00	13
129.95	303.85	0.00	12
188.36	273.82	0.00	11
110.89	195.71	0.00	11
317.86	296.96	0.00	10
193.76	367.40	0.00	9
168.13	205.05	0.00	9
315.18	198.43	0.00	8
82.94	371.73	0.00	7
375.74	175.44	0.00	6
44.30	287.70	0.00	6
379.22	274.80	0.00	5
17.10	342.60	0.00	2
