55.90	17.37	0.00	50
254.23	37.50	0.00	41
151.73	31.10	0.00	43
346.50	20.22	0.00	43
46.95	116.19	0.00	21
264.15	146.80	0.00	18
321.75	90.04	0.00	17
44.23	225.20	0.00	17
121.98	145.25	0.00	15
198.01	155.36	0.00	16
187.26	351.16	0.00	11
249.59	301.01	0.00	11
123.61	318.72	0.00	11
162.63	248.84	0.00	9
378.45	157.01	0.00	10
348.86	352.66	0.00	8
309.49	200.02	0.00	8
61.97	365.99	0.00	9
233.01	245.92	0.00	9
108.00	223.78	0.00	5
305.20	271.21	0.00	6
318.88	312.61	0.00	7
280.43	379.69	0.00	6
379.22	274.80	0.00	5
378.13	378.52	0.00	4
