338.39	22.98	0.00	51
223.30	23.86	0.00	32
74.81	19.44	0.00	29
136.21	19.23	0.00	28
270.32	79.86	0.00	25
349.97	149.60	0.00	23
135.31	106.26	0.00	22
20.14	13.19	0.00	18
245.18	151.14	0.00	17
40.44	106.72	0.00	15
45.89	183.66	0.00	14
224.16	288.51	0.00	16
134.46	285.35	0.00	11
47.25	324.82	0.00	12
174.37	196.30	0.00	12
105.66	206.90	0.00	12
140.46	350.29	0.00	11
260.72	220.98	0.00	10
372.62	333.85	0.00	9
293.00	318.73	0.00	7
305.83	368.58	0.00	7
307.70	274.28	0.00	7
222.17	376.29	0.00	5
358.39	384.16	0.00	4
376.34	252.86	0.00	3
