286.73	33.68	0.00	41
39.84	16.41	0.00	35
197.80	32.77	0.00	35
113.52	21.80	0.00	35
361.59	20.84	0.00	30
266.04	128.49	0.00	25
41.00	116.12	0.00	18
192.41	173.95	0.00	18
123.45	110.63	0.00	16
153.20	329.52	0.00	14
235.64	271.24	0.00	13
355.68	112.66	0.00	14
142.23	254.51	0.00	12
321.43	371.37	0.00	11
304.55	287.70	0.00	11
99.03	197.73	0.00	10
371.72	336.74	0.00	10
304.20	201.34	0.00	11
39.41	194.19	0.00	10
236.11	356.06	0.00	8
88.37	354.41	0.00	8
376.87	215.64	0.00	7
35.44	288.41	0.00	6
32.11	377.88	0.00	2
