62.07	17.63	0.00	56
164.88	34.85	0.00	39
306.02	23.31	0.00	26
269.26	106.41	0.00	27
243.13	22.13	0.00	18
371.93	13.56	0.00	19
343.13	360.18	0.00	22
37.15	117.23	0.00	15
360.43	150.21	0.00	14
223.38	163.85	0.00	16
235.09	336.62	0.00	12
149.71	335.20	0.00	13
343.49	67.22	0.00	14
103.80	105.69	0.00	13
70.30	192.82	0.00	11
141.69	153.75	0.00	12
281.89	283.72	0.00	10
164.75	224.82	0.00	9
108.07	274.19	0.00	11
63.43	360.31	0.00	11
300.20	213.08	0.00	9
26.82	240.07	0.00	8
361.26	282.20	0.00	8
217.68	252.14	0.00	7
