222.74	159.54	0.00	8.100000e+00
90.25	185.95	0.00	6.900000e+00
110.21	21.40	0.00	6.600000e+00
214.85	218.53	0.00	6.600000e+00
156.82	152.14	0.00	6.600000e+00
35.26	22.61	0.00	6.300000e+00
92.03	141.18	0.00	6.300000e+00
95.42	223.28	0.00	6
192.11	93.93	0.00	6
24.13	219.00	0.00	5.700000e+00
21.29	74.99	0.00	4.800000e+00
173.38	34.07	0.00	4.500000e+00
66.79	81.52	0.00	4.500000e+00
169.00	214.63	0.00	4.500000e+00
41.83	132.30	0.00	4.500000e+00
12.39	151.90	0.00	4.200000e+00
130.48	69.33	0.00	3.900000e+00
220.33	19.10	0.00	3.600000e+00
114.20	109.37	0.00	2.100000e+00
235.17	85.47	0.00	2.100000e+00
