96.26	208.49	0.00	8.700000e+00
219.01	200.00	0.00	7.200000e+00
74.54	148.12	0.00	6.600000e+00
193.28	140.29	0.00	6.300000e+00
95.75	23.82	0.00	6
157.81	27.81	0.00	5.700000e+00
35.48	17.78	0.00	5.400000e+00
212.64	80.14	0.00	5.400000e+00
16.06	144.57	0.00	5.100000e+00
21.37	226.80	0.00	4.800000e+00
20.34	64.21	0.00	4.800000e+00
116.70	140.55	0.00	4.500000e+00
137.79	77.58	0.00	4.200000e+00
161.23	207.87	0.00	3.900000e+00
81.57	79.11	0.00	3.600000e+00
221.04	16.54	0.00	3.600000e+00
42.96	98.52	0.00	3.600000e+00
41.48	183.20	0.00	2.700000e+00
