94.62	209.33	0.00	9.600000e+00
214.16	217.25	0.00	6.900000e+00
174.90	119.89	0.00	5.700000e+00
234.89	163.03	0.00	5.400000e+00
91.57	25.50	0.00	5.400000e+00
209.73	77.16	0.00	5.100000e+00
16.53	151.25	0.00	5.100000e+00
90.83	142.13	0.00	5.100000e+00
195.79	164.11	0.00	5.100000e+00
163.13	222.61	0.00	4.800000e+00
140.25	18.29	0.00	4.800000e+00
143.97	165.18	0.00	4.500000e+00
18.58	232.21	0.00	4.500000e+00
38.46	13.69	0.00	4.500000e+00
129.26	73.00	0.00	4.200000e+00
20.92	44.97	0.00	3.900000e+00
73.16	79.79	0.00	3.900000e+00
218.10	16.14	0.00	3.600000e+00
39.04	112.66	0.00	3.600000e+00
64.80	159.12	0.00	3.600000e+00
22.41	80.79	0.00	3.300000e+00
177.40	42.71	0.00	3
118.68	123.81	0.00	3
34.96	195.39	0.00	3
235.76	116.40	0.00	2.100000e+00
