101.92	203.23	0.00	7.800000e+00
190.33	223.35	0.00	7.500000e+00
24.26	145.64	0.00	6.900000e+00
178.88	136.68	0.00	6.600000e+00
219.43	187.28	0.00	5.400000e+00
135.38	159.40	0.00	5.100000e+00
230.52	150.09	0.00	5.100000e+00
16.56	226.45	0.00	4.800000e+00
77.98	137.44	0.00	4.800000e+00
199.07	86.06	0.00	4.800000e+00
28.33	15.99	0.00	4.500000e+00
100.65	24.70	0.00	4.500000e+00
22.80	73.46	0.00	4.500000e+00
60.48	205.57	0.00	4.500000e+00
73.63	82.21	0.00	4.500000e+00
132.80	82.24	0.00	4.200000e+00
143.48	18.47	0.00	4.200000e+00
223.13	12.43	0.00	3
62.63	28.00	0.00	3
177.85	40.09	0.00	3
238.39	97.45	0.00	1.800000e+00
219.87	51.44	0.00	1.800000e+00
