121.06	32.81	0.00	6.900000e+00
208.76	216.41	0.00	6.900000e+00
95.52	187.54	0.00	6.300000e+00
232.40	158.15	0.00	6
26.09	77.91	0.00	6
39.75	22.12	0.00	6
94.68	145.84	0.00	6
93.82	222.23	0.00	6
176.35	126.40	0.00	6
179.52	173.29	0.00	5.400000e+00
81.50	84.14	0.00	4.500000e+00
200.23	80.67	0.00	4.500000e+00
160.50	223.73	0.00	4.500000e+00
198.36	26.04	0.00	4.200000e+00
43.20	131.21	0.00	3.900000e+00
10.25	145.01	0.00	3.600000e+00
9.95	226.83	0.00	3.300000e+00
49.26	187.91	0.00	3
130.37	121.28	0.00	2.400000e+00
237.60	88.26	0.00	2.100000e+00
22.48	176.06	0.00	1.800000e+00
36.54	238.81	0.00	1.500000e+00
243.69	229.05	0.00	9.000000e-01
