96.38	211.98	0.00	9
92.06	157.55	0.00	7.200000e+00
231.20	155.02	0.00	6.900000e+00
29.36	20.98	0.00	6.300000e+00
21.60	145.50	0.00	6
198.46	192.31	0.00	5.700000e+00
179.04	122.61	0.00	5.700000e+00
209.18	72.40	0.00	5.100000e+00
18.26	230.57	0.00	4.800000e+00
152.55	166.47	0.00	4.800000e+00
84.73	21.74	0.00	4.800000e+00
163.80	227.41	0.00	4.500000e+00
60.04	114.62	0.00	4.500000e+00
221.20	225.88	0.00	4.500000e+00
145.62	16.25	0.00	4.200000e+00
41.17	186.54	0.00	4.200000e+00
45.23	70.90	0.00	3.900000e+00
221.04	16.54	0.00	3.600000e+00
152.83	55.02	0.00	3.600000e+00
98.22	60.30	0.00	3.600000e+00
122.45	105.87	0.00	3.300000e+00
11.55	81.01	0.00	2.700000e+00
