225.00	175.00	0.00	6.900000
25.00	25.00	0.00	6.300000
75.00	175.00	0.00	6.000000
25.00	125.00	0.00	5.700000
175.00	125.00	0.00	5.700000
175.00	225.00	0.00	5.400000
25.00	225.00	0.00	5.100000
125.00	25.00	0.00	5.100000
125.00	175.00	0.00	4.800000
225.00	225.00	0.00	4.800000
25.00	175.00	0.00	4.500000
75.00	25.00	0.00	4.500000
75.00	125.00	0.00	4.500000
175.00	25.00	0.00	4.500000
25.00	75.00	0.00	4.200000
125.00	75.00	0.00	4.200000
175.00	175.00	0.00	4.200000
225.00	75.00	0.00	4.200000
75.00	225.00	0.00	3.600000
125.00	225.00	0.00	3.600000
225.00	25.00	0.00	3.600000
75.00	75.00	0.00	3.300000
125.00	125.00	0.00	3.300000
225.00	125.00	0.00	3.000000
175.00	75.00	0.00	2.700000
