Waf: Entering directory `/home/synrg/Desktop/Jiaming/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg/Desktop/Jiaming/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (5.211s)
CreateVariables () DONE !!!
Creating 20 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19
2.00	9.00	0.00	1.46	0.00	1.74	0.00	0.57	1.10	0.00	2.31	0.00	1.28	2.07	0.18	0.00	2.03	0.31	0.40	0.00	0.00
3.00	9.00	2.05	1.30	2.48	1.30	0.00	0.15	0.00	0.00	2.45	2.73	1.61	3.10	2.14	0.00	3.65	0.66	0.00	2.04	2.05
4.00	9.00	1.72	1.21	0.69	3.40	0.25	0.00	3.85	0.00	1.50	0.81	1.14	1.63	3.18	2.13	1.55	1.87	0.00	1.86	1.47
5.00	9.01	3.03	0.53	2.27	4.16	1.54	0.47	0.60	0.09	3.18	2.13	0.66	1.90	1.40	0.49	2.51	0.87	0.49	0.97	0.88
6.00	9.00	3.96	1.78	0.59	5.19	1.00	0.02	0.79	1.01	1.66	3.47	2.48	2.37	2.86	1.11	3.84	1.27	0.06	3.31	0.81
7.00	9.00	1.11	2.40	1.24	6.30	1.32	1.11	0.00	0.81	2.46	0.00	1.28	1.57	1.85	2.28	3.91	3.54	0.00	3.30	1.52
8.00	9.00	0.42	0.49	0.99	5.45	0.02	0.93	0.38	0.00	5.08	0.65	1.19	1.64	0.42	1.01	1.81	0.24	0.02	3.30	1.45
9.00	9.01	0.68	1.45	1.55	4.68	0.02	0.47	0.73	0.22	4.09	0.95	3.27	1.57	2.60	1.68	3.78	2.01	0.73	1.59	1.80
10.00	9.00	3.72	2.08	2.05	6.30	0.39	0.91	0.93	0.00	1.75	1.52	2.74	4.04	3.43	2.63	3.23	1.20	0.79	2.77	1.97
11.00	9.00	3.44	1.65	1.50	6.06	0.98	3.18	0.00	0.01	3.57	4.55	1.21	1.58	0.49	1.31	1.48	0.14	0.02	2.99	1.81
12.00	9.00	1.28	5.64	1.20	5.25	3.64	0.09	1.34	0.00	3.29	0.49	0.05	0.00	0.49	0.00	2.51	0.69	0.00	3.30	1.35
13.00	9.01	2.08	2.17	2.83	5.55	0.14	1.12	2.97	0.68	1.35	2.25	3.38	1.02	0.85	2.28	3.46	3.14	0.00	1.68	1.74
14.00	9.00	1.99	2.94	1.37	3.99	0.00	0.59	1.35	0.81	5.96	4.43	0.91	3.14	3.37	1.83	4.05	3.00	0.53	3.91	0.99
15.00	9.00	0.52	1.41	1.74	6.29	0.28	0.89	0.00	0.00	5.02	3.62	3.29	3.65	2.68	3.46	2.08	2.97	0.91	3.12	2.24
16.00	9.00	0.00	5.33	1.77	5.45	0.25	0.24	0.31	0.55	2.13	1.99	0.07	4.31	3.59	2.92	1.75	0.21	0.00	2.98	2.10
17.00	9.01	3.44	4.03	1.48	5.32	0.57	0.00	0.33	0.38	1.30	4.65	1.73	3.12	3.19	2.20	1.57	1.52	0.00	1.39	1.94
18.00	9.00	4.24	2.23	0.38	5.89	1.05	2.11	3.79	0.47	2.87	1.50	0.09	2.77	3.40	2.80	0.26	0.45	0.54	1.05	2.04
19.00	9.00	1.30	5.22	0.49	5.64	1.18	1.31	0.38	2.26	4.39	2.03	1.21	1.94	3.71	3.14	2.87	2.91	2.31	0.45	1.85
20.00	9.01	0.00	2.90	2.45	6.28	0.64	1.95	1.79	0.16	1.12	1.48	0.05	4.49	4.25	1.25	1.92	0.00	0.11	0.72	1.83
21.00	9.00	0.00	3.80	1.47	5.91	0.77	1.63	1.64	0.94	3.31	0.85	0.22	3.62	3.77	1.39	1.02	1.32	0.59	1.13	1.33
22.00	9.00	2.41	5.37	0.21	4.80	0.00	0.34	0.31	0.28	3.34	1.90	1.30	5.06	4.16	0.11	4.17	0.54	0.06	2.61	0.77
23.00	9.00	1.46	5.33	0.00	1.81	0.69	1.22	1.53	1.25	1.11	1.22	0.37	0.71	3.17	2.58	0.14	0.00	0.18	2.31	1.92
24.00	9.01	4.65	3.27	1.50	6.21	0.00	1.95	0.81	0.08	3.30	3.90	1.01	4.27	2.20	0.05	1.41	3.45	0.11	1.99	2.40
25.00	9.00	1.77	2.84	0.60	4.05	0.86	0.29	3.17	0.00	1.78	0.97	0.01	3.83	1.27	3.31	2.48	2.70	0.00	2.40	1.72
26.00	9.00	3.47	5.68	2.90	2.71	1.77	0.00	2.36	0.94	0.75	5.83	1.24	2.79	1.48	2.03	1.32	0.00	0.02	0.45	1.99
27.00	9.00	0.55	4.06	0.09	5.89	1.20	2.92	0.28	0.00	4.57	1.83	0.00	0.99	3.45	1.51	3.84	2.37	0.18	3.33	1.90
28.00	9.01	0.99	3.59	0.00	6.18	0.18	2.33	0.95	0.64	4.52	2.98	0.57	2.34	1.97	2.50	2.65	1.64	0.80	2.07	1.34
29.00	9.00	2.83	0.04	0.99	6.32	0.01	1.93	1.53	1.50	3.50	0.89	0.53	1.24	1.14	1.93	0.81	3.10	0.01	1.70	1.72
30.00	9.00	2.27	2.24	0.46	6.24	0.07	1.81	1.58	0.42	5.10	0.98	2.80	1.04	3.24	0.42	2.46	1.07	0.00	2.64	1.72
31.00	9.00	0.54	3.43	4.90	5.15	0.38	0.37	1.04	0.00	4.37	0.02	0.00	3.78	3.11	1.52	2.05	2.19	0.01	2.92	2.08
32.00	9.01	2.37	0.00	0.00	0.78	0.79	0.45	0.08	1.07	2.51	3.69	0.42	3.74	4.18	1.51	2.33	0.00	0.00	2.50	1.27
33.00	9.00	4.59	1.63	2.65	5.46	0.58	2.68	0.61	1.17	3.36	4.75	1.52	1.80	2.67	0.89	0.26	2.31	0.59	3.29	0.75
34.00	9.00	2.06	2.52	0.00	4.79	0.52	0.00	0.99	0.68	0.95	1.27	0.54	2.63	4.04	0.80	0.48	0.84	0.25	3.12	0.77
35.00	9.01	2.86	0.72	0.93	3.32	1.70	0.00	0.66	0.00	5.11	2.41	1.33	0.99	3.06	2.61	2.51	0.84	0.59	3.07	1.04
36.00	9.00	0.12	5.53	0.00	5.52	0.54	1.18	1.35	0.04	3.96	2.31	2.27	2.87	1.85	1.31	3.39	0.09	0.01	2.01	1.81
37.00	9.00	1.32	3.52	0.95	0.37	0.92	0.26	0.81	0.95	2.25	2.04	3.11	2.84	4.17	1.98	1.93	1.72	0.05	2.10	2.08
38.00	9.00	3.70	1.71	4.17	3.84	0.20	0.92	0.78	0.00	2.14	1.46	0.54	1.32	2.46	2.80	2.65	0.22	0.02	2.18	0.97
39.00	9.01	1.91	5.33	0.99	4.51	1.32	0.04	0.38	1.99	4.16	1.72	0.69	0.00	3.16	3.79	3.51	0.35	1.94	2.23	2.10
40.00	9.00	1.06	6.12	1.12	3.93	2.19	0.00	1.30	1.01	3.34	0.00	2.00	5.25	2.74	2.51	3.91	0.69	0.72	2.06	1.94
41.00	9.00	0.00	2.65	1.06	5.98	0.00	0.92	0.98	2.57	0.92	0.94	0.66	3.11	3.30	1.45	3.89	0.66	0.00	1.90	1.12
42.00	9.00	0.28	0.00	0.48	5.31	0.01	0.00	1.08	1.44	3.59	2.54	3.52	4.92	2.32	1.93	3.90	2.85	1.61	1.98	1.40
43.00	9.01	1.38	5.00	2.01	3.99	2.21	0.00	0.04	0.49	1.81	1.88	2.91	3.27	3.91	1.46	2.72	3.58	0.00	3.45	3.17
44.00	9.00	0.52	1.60	1.02	3.77	0.28	0.60	0.00	0.02	2.87	4.73	2.00	4.15	2.71	3.51	1.18	0.62	0.00	3.30	1.12
45.00	9.00	0.00	1.77	0.00	4.11	0.72	0.00	1.84	1.92	3.78	5.11	4.17	3.65	0.89	3.21	4.12	2.30	1.01	3.26	1.81
46.00	9.00	3.05	5.99	2.21	6.69	2.60	0.44	0.77	2.37	2.28	1.78	1.66	0.55	2.81	3.72	2.37	1.54	0.54	1.75	2.05
47.00	9.01	0.31	3.33	1.73	3.90	0.59	0.24	0.85	2.44	5.71	4.95	0.53	0.04	3.44	2.25	1.14	0.06	0.22	3.42	0.80
